order_id,customer_name,new_order_date,order_year,month_name,order_month,order_day,category,sub_category,net_sales,discount,profit,total_sales,profit_percentage,region,city
OD4348,Ramesh,05-11-2018,2018,November,11,5,Bakery,Breads & Buns,1403.37,0.24,105.63,1509,7.52688172,West,Krishnagiri
OD4349,Harish,19-06-2018,2018,June,6,19,Fruits & Veggies,Fresh Vegetables,669.65,0.16,465.35,1135,69.49152542,West,Karur
OD4350,Yadav,13-12-2018,2018,December,12,13,Oil & Masala,Spices,880.84,0.12,563.16,1444,63.93442623,West,Nagercoil
OD4351,Vinne,17-04-2016,2016,April,4,17,"Eggs, Meat & Fish",Eggs,492.56,0.28,31.44,524,6.382978723,West,Vellore
OD4352,Arutra,30-10-2018,2018,October,10,30,"Eggs, Meat & Fish",Eggs,620.48,0.3,487.52,1108,78.57142857,West,Chennai
OD4353,Adavan,10-05-2015,2015,May,5,10,"Eggs, Meat & Fish",Mutton,750.5,0.18,199.5,950,26.58227848,West,Theni
OD4354,Ramesh,07-08-2018,2018,August,8,7,Food Grains,Dals & Pulses,961.52,0.22,452.48,1414,47.05882353,West,Salem
OD4355,Akash,07-07-2017,2017,July,7,7,"Eggs, Meat & Fish",Chicken,1414.08,0.14,549.92,1964,38.88888889,West,Kanyakumari
OD4356,Sudha,23-05-2015,2015,May,5,23,Bakery,Biscuits,384.8,0.34,135.2,520,35.13513514,West,Ramanadhapuram
OD4357,Komal,10-09-2017,2017,September,9,10,Bakery,Biscuits,769.95,0.26,115.05,885,14.94252874,West,Virudhunagar
OD4358,Shah,22-01-2017,2017,January,1,22,Food Grains,Dals & Pulses,1375.94,0.31,170.06,1546,12.35955056,West,Trichy
OD4359,Suresh,10-05-2017,2017,May,5,10,Fruits & Veggies,Organic Vegetables,976.8,0.34,343.2,1320,35.13513514,West,Dindigul
OD4360,Veronica,21-12-2018,2018,December,12,21,Bakery,Biscuits,734.4,0.23,81.6,816,11.11111111,West,Bodi
OD4361,Adavan,02-11-2015,2015,November,11,2,Beverages,Health Drinks,1036.64,0.13,635.36,1672,61.29032258,West,Ramanadhapuram
OD4362,Sabeela,05-08-2015,2015,August,8,5,Snacks,Noodles,1340.64,0.16,1011.36,2352,75.43859649,West,Virudhunagar
OD4363,Amy,12-12-2016,2016,December,12,12,Beverages,Soft Drinks,373.1,0.26,159.9,533,42.85714286,West,Tenkasi
OD4364,Ravi,22-09-2015,2015,September,9,22,Oil & Masala,Masalas,673.2,0.16,346.8,1020,51.51515152,West,Tirunelveli
OD4365,Vinne,04-09-2018,2018,September,9,4,"Eggs, Meat & Fish",Fish,922.25,0.19,162.75,1085,17.64705882,West,Madurai
OD4366,Sheeba,08-09-2017,2017,September,9,8,Fruits & Veggies,Fresh Fruits,1554.84,0.34,296.16,1851,19.04761905,West,Coimbatore
OD4367,Roshan,14-03-2015,2015,March,3,14,"Eggs, Meat & Fish",Chicken,1562.06,0.32,319.94,1882,20.48192771,West,Kanyakumari
OD4368,Vinne,31-05-2016,2016,May,5,31,Oil & Masala,Spices,1753.2,0.35,681.8,2435,38.88888889,West,Trichy
OD4369,Shah,17-09-2015,2015,September,9,17,Bakery,Biscuits,906.57,0.26,532.43,1439,58.73015873,West,Viluppuram
OD4370,Malik,12-10-2016,2016,October,10,12,Food Grains,Organic Staples,1115.69,0.33,775.31,1891,69.49152542,West,Ooty
OD4371,Harish,29-12-2017,2017,December,12,29,Bakery,Cakes,1181.6,0.14,295.4,1477,25,West,Perambalur
OD4372,Veronica,01-05-2016,2016,May,5,1,Oil & Masala,Edible Oil & Ghee,1277.64,0.34,126.36,1404,9.89010989,West,Krishnagiri
OD4373,Alan,22-09-2018,2018,September,9,22,Food Grains,Dals & Pulses,708.51,0.31,534.49,1243,75.43859649,West,Ooty
OD4374,Anu,25-06-2017,2017,June,6,25,"Eggs, Meat & Fish",Mutton,1202.34,0.28,179.66,1382,14.94252874,West,Namakkal
OD4375,Vince,12-12-2017,2017,December,12,12,Food Grains,Atta & Flour,623.76,0.24,54.24,678,8.695652174,West,Bodi
OD4376,Arutra,15-08-2015,2015,August,8,15,Fruits & Veggies,Fresh Fruits,1365.84,0.13,802.16,2168,58.73015873,West,Nagercoil
OD4377,Muneer,10-04-2017,2017,April,4,10,Fruits & Veggies,Organic Fruits,441.28,0.23,346.72,788,78.57142857,West,Salem
OD4378,Hussain,10-12-2017,2017,December,12,10,Fruits & Veggies,Organic Vegetables,1313.64,0.28,288.36,1602,21.95121951,West,Dharmapuri
OD4379,Peer,10-12-2017,2017,December,12,10,Oil & Masala,Masalas,839.73,0.2,377.27,1217,44.92753623,West,Krishnagiri
OD4380,Ram,25-11-2015,2015,November,11,25,Snacks,Cookies,439.49,0.3,179.51,619,40.84507042,West,Karur
OD4381,James,11-11-2015,2015,November,11,11,Beverages,Health Drinks,1522.3,0.23,819.7,2342,53.84615385,West,Vellore
OD4382,Vinne,22-04-2016,2016,April,4,22,Beverages,Health Drinks,1109.2,0.35,770.8,1880,69.49152542,West,Chennai
OD4383,Willams,21-10-2017,2017,October,10,21,Oil & Masala,Spices,1507.44,0.16,776.56,2284,51.51515152,West,Viluppuram
OD4384,Arvind,02-05-2018,2018,May,5,2,Bakery,Biscuits,549.75,0.29,183.25,733,33.33333333,West,Krishnagiri
OD4385,Sudeep,13-12-2017,2017,December,12,13,Fruits & Veggies,Fresh Fruits,636.72,0.32,500.28,1137,78.57142857,West,Coimbatore
OD4386,Sundar,11-03-2015,2015,March,3,11,Fruits & Veggies,Organic Fruits,2138.45,0.1,112.55,2251,5.263157895,West,Pudukottai
OD4387,Kumar,21-09-2015,2015,September,9,21,Bakery,Biscuits,1066.04,0.18,771.96,1838,72.4137931,West,Kanyakumari
OD4388,Krithika,29-01-2018,2018,January,1,29,"Eggs, Meat & Fish",Mutton,1856.47,0.31,554.53,2411,29.87012987,West,Dharmapuri
OD4389,Krithika,03-01-2018,2018,January,1,3,"Eggs, Meat & Fish",Chicken,313.72,0.21,192.28,506,61.29032258,West,Ooty
OD4390,Jackson,25-10-2016,2016,October,10,25,Bakery,Biscuits,588.75,0.26,196.25,785,33.33333333,West,Nagercoil
OD4391,Malik,02-09-2018,2018,September,9,2,Fruits & Veggies,Fresh Fruits,1375.27,0.12,561.73,1937,40.84507042,West,Coimbatore
OD4392,Sundar,09-10-2015,2015,October,10,9,Beverages,Soft Drinks,1567.78,0.12,255.22,1823,16.27906977,West,Dindigul
OD4393,Ramesh,15-09-2018,2018,September,9,15,Oil & Masala,Spices,1903.5,0.32,446.5,2350,23.45679012,West,Viluppuram
OD4394,Vinne,13-02-2018,2018,February,2,13,Bakery,Biscuits,1065.6,0.18,118.4,1184,11.11111111,West,Dharmapuri
OD4395,Arvind,12-11-2018,2018,November,11,12,Fruits & Veggies,Organic Vegetables,1769.04,0.34,414.96,2184,23.45679012,West,Perambalur
OD4396,Ramesh,17-09-2015,2015,September,9,17,Bakery,Biscuits,566.58,0.16,231.42,798,40.84507042,West,Trichy
OD4397,Akash,19-06-2016,2016,June,6,19,Food Grains,Atta & Flour,1257.8,0.15,66.2,1324,5.263157895,West,Ramanadhapuram
OD4398,Vidya,30-12-2016,2016,December,12,30,Beverages,Health Drinks,941.46,0.35,265.54,1207,28.20512821,West,Karur
OD4399,Sudha,23-04-2017,2017,April,4,23,Bakery,Biscuits,1023.75,0.3,101.25,1125,9.89010989,West,Theni
OD4400,Peer,16-08-2017,2017,August,8,16,Fruits & Veggies,Fresh Fruits,1465.06,0.19,897.94,2363,61.29032258,West,Krishnagiri
OD4401,Komal,10-05-2015,2015,May,5,10,Beverages,Health Drinks,1448.75,0.25,76.25,1525,5.263157895,West,Perambalur
OD4402,Aditi,23-06-2016,2016,June,6,23,Snacks,Chocolates,1343.2,0.27,116.8,1460,8.695652174,West,Ramanadhapuram
OD4403,Malik,05-12-2015,2015,December,12,5,Bakery,Cakes,1180.36,0.24,102.64,1283,8.695652174,West,Salem
OD4404,James,22-02-2017,2017,February,2,22,Oil & Masala,Masalas,1998.36,0.15,380.64,2379,19.04761905,West,Kanyakumari
OD4405,Alan,07-07-2018,2018,July,7,7,Bakery,Breads & Buns,997.12,0.18,314.88,1312,31.57894737,West,Madurai
OD4406,Ravi,26-05-2017,2017,May,5,26,Fruits & Veggies,Fresh Fruits,1220.16,0.16,91.84,1312,7.52688172,West,Tirunelveli
OD4407,Ridhesh,08-11-2016,2016,November,11,8,Bakery,Biscuits,602.77,0.14,160.23,763,26.58227848,West,Ooty
OD4408,Veronica,19-02-2018,2018,February,2,19,"Eggs, Meat & Fish",Fish,1579.72,0.14,584.28,2164,36.98630137,West,Tirunelveli
OD4409,Suresh,12-09-2017,2017,September,9,12,Food Grains,Rice,853.74,0.17,64.26,918,7.52688172,West,Pudukottai
OD4410,Krithika,15-10-2018,2018,October,10,15,Fruits & Veggies,Organic Vegetables,1101.1,0.29,900.9,2002,81.81818182,West,Virudhunagar
OD4411,Sharon,28-07-2017,2017,July,7,28,Oil & Masala,Edible Oil & Ghee,425.17,0.19,271.83,697,63.93442623,West,Dharmapuri
OD4412,Anu,11-09-2016,2016,September,9,11,"Eggs, Meat & Fish",Fish,680.26,0.15,110.74,791,16.27906977,West,Bodi
OD4413,Arvind,05-02-2017,2017,February,2,5,"Eggs, Meat & Fish",Chicken,2174.9,0.19,215.1,2390,9.89010989,West,Trichy
OD4414,Mathew,22-01-2017,2017,January,1,22,Fruits & Veggies,Organic Fruits,1654.26,0.13,439.74,2094,26.58227848,West,Bodi
OD4415,Ravi,13-12-2018,2018,December,12,13,Bakery,Biscuits,1359.8,0.19,732.2,2092,53.84615385,West,Karur
OD4416,Hussain,06-12-2016,2016,December,12,6,"Eggs, Meat & Fish",Mutton,999.05,0.15,537.95,1537,53.84615385,West,Salem
OD4417,Hussain,20-12-2015,2015,December,12,20,Oil & Masala,Spices,1292.4,0.18,143.6,1436,11.11111111,West,Vellore
OD4418,Sheeba,12-09-2017,2017,September,9,12,Beverages,Soft Drinks,677.4,0.18,451.6,1129,66.66666667,West,Tenkasi
OD4419,Verma,13-11-2018,2018,November,11,13,"Eggs, Meat & Fish",Chicken,929.44,0.34,326.56,1256,35.13513514,West,Tirunelveli
OD4420,Krithika,15-12-2018,2018,December,12,15,Beverages,Soft Drinks,1812,0.12,453,2265,25,West,Dindigul
OD4421,Mathew,17-04-2018,2018,April,4,17,Beverages,Health Drinks,721,0.11,309,1030,42.85714286,West,Trichy
OD4422,Shah,16-02-2016,2016,February,2,16,Food Grains,Dals & Pulses,2182.28,0.19,269.72,2452,12.35955056,West,Chennai
OD4423,Anu,25-04-2018,2018,April,4,25,Food Grains,Organic Staples,2029.35,0.11,415.65,2445,20.48192771,West,Ramanadhapuram
OD4424,Muneer,11-11-2018,2018,November,11,11,Food Grains,Dals & Pulses,1062.64,0.34,373.36,1436,35.13513514,West,Madurai
OD4425,Arutra,24-11-2016,2016,November,11,24,"Eggs, Meat & Fish",Eggs,765.7,0.18,40.3,806,5.263157895,West,Madurai
OD4426,Veronica,14-08-2017,2017,August,8,14,Fruits & Veggies,Fresh Vegetables,1468.32,0.15,463.68,1932,31.57894737,West,Tirunelveli
OD4427,Sudha,04-11-2015,2015,November,11,4,Bakery,Breads & Buns,703.71,0.3,413.29,1117,58.73015873,West,Viluppuram
OD4428,James,30-12-2016,2016,December,12,30,Oil & Masala,Spices,1850.7,0.25,139.3,1990,7.52688172,West,Viluppuram
OD4429,Vinne,03-11-2017,2017,November,11,3,Food Grains,Dals & Pulses,1032,0.25,688,1720,66.66666667,West,Chennai
OD4430,Anu,03-11-2017,2017,November,11,3,Snacks,Cookies,1168.05,0.25,628.95,1797,53.84615385,West,Salem
OD4431,Willams,03-11-2017,2017,November,11,3,Beverages,Health Drinks,1741.73,0.17,215.27,1957,12.35955056,West,Salem
OD4432,Aditi,21-10-2017,2017,October,10,21,Beverages,Soft Drinks,1701.18,0.1,479.82,2181,28.20512821,West,Madurai
OD4433,Ramesh,14-03-2016,2016,March,3,14,Snacks,Chocolates,1212.96,0.28,383.04,1596,31.57894737,West,Namakkal
OD4434,Yusuf,21-09-2015,2015,September,9,21,"Eggs, Meat & Fish",Mutton,1062.48,0.23,801.52,1864,75.43859649,West,Cumbum
OD4435,Suresh,18-05-2017,2017,May,5,18,"Eggs, Meat & Fish",Eggs,1820.04,0.1,271.96,2092,14.94252874,West,Bodi
OD4436,Vince,15-08-2015,2015,August,8,15,Beverages,Health Drinks,759.85,0.33,409.15,1169,53.84615385,West,Bodi
OD4437,Shah,12-05-2016,2016,May,5,12,Beverages,Health Drinks,1318.02,0.31,678.98,1997,51.51515152,West,Salem
OD4438,Peer,27-12-2015,2015,December,12,27,"Eggs, Meat & Fish",Mutton,1257.87,0.14,565.13,1823,44.92753623,West,Bodi
OD4439,Yadav,02-11-2018,2018,November,11,2,Fruits & Veggies,Fresh Vegetables,596.75,0.33,178.25,775,29.87012987,West,Coimbatore
OD4440,Willams,08-11-2016,2016,November,11,8,"Eggs, Meat & Fish",Chicken,1348.75,0.2,276.25,1625,20.48192771,West,Dharmapuri
OD4441,Verma,18-10-2016,2016,October,10,18,Fruits & Veggies,Fresh Fruits,1642.05,0.16,202.95,1845,12.35955056,West,Tenkasi
OD4442,Akash,15-08-2017,2017,August,8,15,Oil & Masala,Spices,586.19,0.27,216.81,803,36.98630137,West,Viluppuram
OD4443,Yadav,02-09-2017,2017,September,9,2,Oil & Masala,Spices,1517.76,0.34,930.24,2448,61.29032258,West,Tenkasi
OD4444,Rumaiza,25-06-2016,2016,June,6,25,"Eggs, Meat & Fish",Mutton,719.8,0.23,500.2,1220,69.49152542,West,Vellore
OD4445,Veronica,21-10-2017,2017,October,10,21,Snacks,Chocolates,1269.18,0.34,653.82,1923,51.51515152,West,Ramanadhapuram
OD4446,Ridhesh,30-12-2016,2016,December,12,30,Food Grains,Rice,608.13,0.33,90.87,699,14.94252874,West,Ramanadhapuram
OD4447,Hafiz,03-12-2017,2017,December,12,3,Beverages,Soft Drinks,530.1,0.1,399.9,930,75.43859649,West,Trichy
OD4448,Rumaiza,27-08-2016,2016,August,8,27,Beverages,Soft Drinks,1627.26,0.18,571.74,2199,35.13513514,West,Krishnagiri
OD4449,Krithika,15-08-2016,2016,August,8,15,Fruits & Veggies,Organic Vegetables,639.74,0.16,463.26,1103,72.4137931,West,Perambalur
OD4450,Vinne,05-02-2017,2017,February,2,5,"Eggs, Meat & Fish",Fish,1007.64,0.21,236.36,1244,23.45679012,West,Tirunelveli
OD4451,Arutra,21-10-2017,2017,October,10,21,Food Grains,Organic Staples,586.92,0.15,289.08,876,49.25373134,West,Namakkal
OD4452,Verma,31-08-2018,2018,August,8,31,"Eggs, Meat & Fish",Chicken,2116.66,0.26,209.34,2326,9.89010989,West,Trichy
OD4453,Alan,01-05-2016,2016,May,5,1,Bakery,Cakes,1755.9,0.16,195.1,1951,11.11111111,West,Trichy
OD4454,Vinne,18-05-2017,2017,May,5,18,Food Grains,Rice,1027.14,0.19,774.86,1802,75.43859649,West,Theni
OD4455,Aditi,10-04-2017,2017,April,4,10,Beverages,Health Drinks,1366.4,0.1,341.6,1708,25,West,Tenkasi
OD4456,James,02-12-2017,2017,December,12,2,"Eggs, Meat & Fish",Mutton,1536.57,0.24,902.43,2439,58.73015873,West,Pudukottai
OD4457,Malik,11-09-2017,2017,September,9,11,"Eggs, Meat & Fish",Eggs,1425.6,0.11,334.4,1760,23.45679012,West,Virudhunagar
OD4458,Mathew,17-09-2015,2015,September,9,17,Fruits & Veggies,Organic Fruits,498.55,0.21,268.45,767,53.84615385,West,Cumbum
OD4459,Sabeela,12-08-2018,2018,August,8,12,Bakery,Biscuits,788.5,0.22,161.5,950,20.48192771,West,Perambalur
OD4460,Rumaiza,13-11-2018,2018,November,11,13,Beverages,Health Drinks,1682.7,0.34,447.3,2130,26.58227848,West,Cumbum
OD4461,Arutra,26-12-2015,2015,December,12,26,Fruits & Veggies,Organic Vegetables,817.7,0.26,440.3,1258,53.84615385,West,Trichy
OD4462,Rumaiza,27-08-2016,2016,August,8,27,Fruits & Veggies,Organic Fruits,536.4,0.35,208.6,745,38.88888889,West,Salem
OD4463,Ravi,12-11-2018,2018,November,11,12,Bakery,Biscuits,883.2,0.13,588.8,1472,66.66666667,West,Dindigul
OD4464,Ram,15-12-2018,2018,December,12,15,Beverages,Soft Drinks,1661.52,0.18,144.48,1806,8.695652174,West,Tenkasi
OD4465,Jackson,02-02-2018,2018,February,2,2,Snacks,Chocolates,448.99,0.27,312.01,761,69.49152542,West,Theni
OD4466,Harish,29-03-2016,2016,March,3,29,Fruits & Veggies,Fresh Fruits,367.65,0.19,277.35,645,75.43859649,West,Cumbum
OD4467,Sudha,18-04-2015,2015,April,4,18,Fruits & Veggies,Organic Vegetables,1410.36,0.14,633.64,2044,44.92753623,West,Tirunelveli
OD4468,Arutra,27-01-2015,2015,January,1,27,Beverages,Soft Drinks,383.4,0.34,156.6,540,40.84507042,West,Dharmapuri
OD4469,Surya,25-09-2017,2017,September,9,25,Oil & Masala,Masalas,841.38,0.13,295.62,1137,35.13513514,West,Dindigul
OD4470,Suresh,22-12-2015,2015,December,12,22,Oil & Masala,Edible Oil & Ghee,1415.15,0.25,289.85,1705,20.48192771,West,Karur
OD4471,Mathew,14-07-2018,2018,July,7,14,Fruits & Veggies,Organic Vegetables,1068.21,0.26,218.79,1287,20.48192771,West,Cumbum
OD4472,Muneer,18-03-2018,2018,March,3,18,Oil & Masala,Spices,414.4,0.21,145.6,560,35.13513514,West,Vellore
OD4473,Sabeela,24-12-2016,2016,December,12,24,Oil & Masala,Masalas,812.49,0.31,300.51,1113,36.98630137,West,Dindigul
OD4474,Adavan,29-09-2015,2015,September,9,29,Snacks,Cookies,1120.68,0.26,577.32,1698,51.51515152,West,Tenkasi
OD4475,Krithika,14-07-2018,2018,July,7,14,"Eggs, Meat & Fish",Fish,1168.3,0.16,500.7,1669,42.85714286,West,Virudhunagar
OD4476,Vidya,10-06-2018,2018,June,6,10,Snacks,Noodles,491.34,0.27,370.66,862,75.43859649,West,Virudhunagar
OD4477,Ganesh,04-10-2015,2015,October,10,4,Food Grains,Rice,1153.68,0.12,518.32,1672,44.92753623,West,Dindigul
OD4478,Muneer,26-02-2018,2018,February,2,26,Fruits & Veggies,Fresh Fruits,372.22,0.1,130.78,503,35.13513514,West,Madurai
OD4479,Malik,15-08-2017,2017,August,8,15,Beverages,Soft Drinks,422.4,0.26,105.6,528,25,West,Theni
OD4480,Veena,20-08-2018,2018,August,8,20,Fruits & Veggies,Fresh Fruits,1149.75,0.11,425.25,1575,36.98630137,West,Dindigul
OD4481,Shree,05-12-2015,2015,December,12,5,"Eggs, Meat & Fish",Mutton,1316.8,0.3,329.2,1646,25,West,Viluppuram
OD4482,Arvind,02-12-2017,2017,December,12,2,Bakery,Breads & Buns,1536,0.13,512,2048,33.33333333,West,Theni
OD4483,Sudeep,03-05-2018,2018,May,5,3,Fruits & Veggies,Organic Fruits,1659.2,0.28,780.8,2440,47.05882353,West,Dindigul
OD4484,Peer,12-08-2018,2018,August,8,12,Food Grains,Rice,1105.38,0.23,496.62,1602,44.92753623,West,Kanyakumari
OD4485,Adavan,10-12-2017,2017,December,12,10,Snacks,Cookies,1430.92,0.29,293.08,1724,20.48192771,West,Dharmapuri
OD4486,Muneer,03-07-2018,2018,July,7,3,Beverages,Soft Drinks,1554.2,0.27,490.8,2045,31.57894737,West,Vellore
OD4487,Hafiz,14-05-2016,2016,May,5,14,Beverages,Health Drinks,604.77,0.3,456.23,1061,75.43859649,West,Tenkasi
OD4488,Sharon,02-02-2018,2018,February,2,2,Bakery,Breads & Buns,713.3,0.27,305.7,1019,42.85714286,West,Dindigul
OD4489,Veena,03-12-2017,2017,December,12,3,"Eggs, Meat & Fish",Mutton,1185.8,0.15,508.2,1694,42.85714286,West,Dharmapuri
OD4490,Haseena,16-04-2018,2018,April,4,16,Snacks,Chocolates,1909.1,0.24,336.9,2246,17.64705882,West,Kanyakumari
OD4491,Sheeba,19-03-2016,2016,March,3,19,Snacks,Chocolates,1594.02,0.33,119.98,1714,7.52688172,West,Perambalur
OD4492,Vidya,23-08-2017,2017,August,8,23,"Eggs, Meat & Fish",Mutton,577.28,0.1,324.72,902,56.25,West,Dharmapuri
OD4493,Verma,02-11-2018,2018,November,11,2,"Eggs, Meat & Fish",Fish,877.23,0.15,661.77,1539,75.43859649,West,Tirunelveli
OD4494,Aditi,17-04-2016,2016,April,4,17,Fruits & Veggies,Organic Fruits,525.46,0.35,85.54,611,16.27906977,West,Pudukottai
OD4495,Krithika,07-08-2018,2018,August,8,7,Food Grains,Dals & Pulses,1025.05,0.12,53.95,1079,5.263157895,West,Tirunelveli
OD4496,Sharon,20-05-2018,2018,May,5,20,Food Grains,Organic Staples,536.5,0.18,188.5,725,35.13513514,West,Theni
OD4497,James,10-11-2018,2018,November,11,10,"Eggs, Meat & Fish",Fish,1824.42,0.21,514.58,2339,28.20512821,West,Ramanadhapuram
OD4498,Vidya,23-08-2017,2017,August,8,23,"Eggs, Meat & Fish",Eggs,992.75,0.17,812.25,1805,81.81818182,West,Viluppuram
OD4499,Shah,02-09-2018,2018,September,9,2,Oil & Masala,Spices,1042.47,0.14,244.53,1287,23.45679012,West,Kanyakumari
OD4500,Harish,04-12-2016,2016,December,12,4,Fruits & Veggies,Organic Fruits,1798.2,0.16,631.8,2430,35.13513514,West,Ramanadhapuram
OD4501,Sharon,24-11-2016,2016,November,11,24,Food Grains,Rice,453,0.26,302,755,66.66666667,West,Pudukottai
OD4502,Ridhesh,18-04-2015,2015,April,4,18,Bakery,Cakes,1248.06,0.29,93.94,1342,7.52688172,West,Madurai
OD4503,Vidya,13-01-2015,2015,January,1,13,Oil & Masala,Spices,924.52,0.29,669.48,1594,72.4137931,West,Theni
OD4504,Esther,30-10-2018,2018,October,10,30,Fruits & Veggies,Organic Vegetables,1523.9,0.21,653.1,2177,42.85714286,West,Perambalur
OD4505,Arutra,20-01-2018,2018,January,1,20,Fruits & Veggies,Organic Vegetables,1241.1,0.2,137.9,1379,11.11111111,West,Tirunelveli
OD4506,Vinne,15-09-2017,2017,September,9,15,Beverages,Soft Drinks,1263.36,0.25,240.64,1504,19.04761905,West,Tenkasi
OD4507,Surya,21-09-2015,2015,September,9,21,Bakery,Breads & Buns,870.8,0.33,684.2,1555,78.57142857,West,Perambalur
OD4508,Mathew,12-05-2017,2017,May,5,12,Snacks,Chocolates,520.96,0.14,293.04,814,56.25,West,Krishnagiri
OD4509,Ram,23-08-2017,2017,August,8,23,Oil & Masala,Spices,1025.24,0.27,418.76,1444,40.84507042,West,Tirunelveli
OD4510,Ram,17-04-2018,2018,April,4,17,Beverages,Health Drinks,492.03,0.23,146.97,639,29.87012987,West,Ooty
OD4511,Peer,29-11-2015,2015,November,11,29,Food Grains,Dals & Pulses,1015.52,0.21,138.48,1154,13.63636364,West,Madurai
OD4512,Yusuf,29-12-2018,2018,December,12,29,Oil & Masala,Edible Oil & Ghee,717.25,0.14,37.75,755,5.263157895,West,Chennai
OD4513,Jackson,17-06-2015,2015,June,6,17,Snacks,Chocolates,532.46,0.32,141.54,674,26.58227848,West,Virudhunagar
OD4514,Alan,02-09-2018,2018,September,9,2,Snacks,Noodles,1798.68,0.25,507.32,2306,28.20512821,West,Nagercoil
OD4515,Verma,28-11-2018,2018,November,11,28,Bakery,Biscuits,989.01,0.26,231.99,1221,23.45679012,West,Ramanadhapuram
OD4516,Yadav,22-01-2017,2017,January,1,22,"Eggs, Meat & Fish",Chicken,977.9,0.29,419.1,1397,42.85714286,West,Ramanadhapuram
OD4517,Haseena,04-10-2015,2015,October,10,4,Beverages,Health Drinks,1707.1,0.27,277.9,1985,16.27906977,West,Coimbatore
OD4518,Komal,31-05-2016,2016,May,5,31,Oil & Masala,Spices,1040.13,0.26,102.87,1143,9.89010989,West,Ooty
OD4519,Ramesh,16-08-2017,2017,August,8,16,Snacks,Cookies,508.8,0.34,286.2,795,56.25,West,Tenkasi
OD4520,Jackson,25-09-2017,2017,September,9,25,"Eggs, Meat & Fish",Eggs,1114.62,0.16,314.38,1429,28.20512821,West,Tenkasi
OD4521,Anu,14-01-2018,2018,January,1,14,Snacks,Noodles,1356.41,0.35,942.59,2299,69.49152542,West,Pudukottai
OD4522,Yusuf,30-06-2018,2018,June,6,30,Beverages,Soft Drinks,345.84,0.29,178.16,524,51.51515152,West,Theni
OD4523,Haseena,02-05-2018,2018,May,5,2,Beverages,Health Drinks,453.6,0.15,86.4,540,19.04761905,West,Virudhunagar
OD4524,Vinne,02-05-2018,2018,May,5,2,"Eggs, Meat & Fish",Mutton,1305.36,0.18,507.64,1813,38.88888889,West,Namakkal
OD4525,Sundar,17-11-2016,2016,November,11,17,Bakery,Biscuits,2056.68,0.21,307.32,2364,14.94252874,West,Trichy
OD4526,Alan,27-08-2016,2016,August,8,27,Beverages,Soft Drinks,1506.2,0.16,708.8,2215,47.05882353,West,Coimbatore
OD4527,Rumaiza,07-08-2018,2018,August,8,7,Food Grains,Dals & Pulses,921.93,0.21,245.07,1167,26.58227848,West,Chennai
OD4528,Vidya,26-12-2017,2017,December,12,26,"Eggs, Meat & Fish",Chicken,1038.73,0.24,424.27,1463,40.84507042,West,Tenkasi
OD4529,Ravi,06-12-2017,2017,December,12,6,Snacks,Chocolates,1246.5,0.33,138.5,1385,11.11111111,West,Pudukottai
OD4530,Aditi,15-09-2017,2017,September,9,15,Oil & Masala,Spices,524.04,0.2,269.96,794,51.51515152,West,Chennai
OD4531,Aditi,04-09-2018,2018,September,9,4,Bakery,Cakes,1148.24,0.24,703.76,1852,61.29032258,West,Trichy
OD4532,Shah,09-02-2018,2018,February,2,9,Snacks,Noodles,1583.34,0.16,815.66,2399,51.51515152,West,Chennai
OD4533,Willams,28-08-2016,2016,August,8,28,Food Grains,Organic Staples,1174.2,0.18,885.8,2060,75.43859649,West,Bodi
OD4534,Arvind,17-11-2016,2016,November,11,17,Fruits & Veggies,Organic Fruits,1454.16,0.12,297.84,1752,20.48192771,West,Ramanadhapuram
OD4535,Krithika,13-01-2015,2015,January,1,13,Beverages,Health Drinks,1276.8,0.22,243.2,1520,19.04761905,West,Krishnagiri
OD4536,Suresh,22-09-2015,2015,September,9,22,Fruits & Veggies,Organic Vegetables,432.14,0.3,94.86,527,21.95121951,West,Chennai
OD4537,Yadav,06-12-2016,2016,December,12,6,Beverages,Soft Drinks,653.65,0.22,115.35,769,17.64705882,West,Bodi
OD4538,Verma,28-12-2018,2018,December,12,28,Food Grains,Atta & Flour,639.45,0.23,95.55,735,14.94252874,West,Madurai
OD4539,Verma,29-09-2015,2015,September,9,29,Food Grains,Atta & Flour,452.53,0.11,314.47,767,69.49152542,West,Karur
OD4540,Sundar,27-03-2016,2016,March,3,27,Fruits & Veggies,Fresh Vegetables,1244.1,0.31,1017.9,2262,81.81818182,West,Chennai
OD4541,Ram,28-12-2015,2015,December,12,28,Bakery,Biscuits,415.53,0.25,313.47,729,75.43859649,West,Dindigul
OD4542,Ridhesh,30-05-2018,2018,May,5,30,Beverages,Health Drinks,615.6,0.18,194.4,810,31.57894737,West,Krishnagiri
OD4543,Vince,25-03-2015,2015,March,3,25,Beverages,Health Drinks,1338.93,0.29,200.07,1539,14.94252874,West,Ooty
OD4544,Ram,29-12-2015,2015,December,12,29,Food Grains,Rice,1207.14,0.12,739.86,1947,61.29032258,West,Ooty
OD4545,Aditi,30-10-2018,2018,October,10,30,Bakery,Cakes,951.2,0.34,688.8,1640,72.4137931,West,Bodi
OD4546,Hussain,23-02-2018,2018,February,2,23,Snacks,Cookies,1689.95,0.11,625.05,2315,36.98630137,West,Dharmapuri
